time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Activity,Activity Confidence,Activity Start,Steps,Last Step Date,State
2014-11-13 21:26:27.814,826,27.53333,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6057587,-0.3074036,0.6662903,-13.52062,-24.41734,32.97263,136.3135,139.3967,10,0.001219461,-0.1323943,-0.08455883,-0.8281852,-2.425715,0.3136138,0.09812495,-0.02971552,-0.08953147,0.04785355,-0.02420442,-0.07432923,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:27.847,827,27.56667,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6358948,-0.3039093,0.6726074,-13.72724,-24.34847,33.44196,135.3114,138.3946,10,-0.05640149,-0.06303276,-0.0489489,-0.8248934,-2.427212,0.3178697,0.04042676,-0.05172102,-0.05334863,0.01656981,0.005140087,-0.05136126,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:27.880,828,27.6,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6498566,-0.2843018,0.6882782,-13.38288,-24.21072,33.77719,133.7465,136.8297,10,-0.1364122,-0.04794862,-0.02627874,-0.8252732,-2.422974,0.31822,-0.0193136,0.0293334,-0.0187249,-0.01060207,0.008967114,-0.04231732,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:27.913,829,27.63334,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.7011414,-0.2643433,0.6994324,-13.34844,-24.10741,33.67661,133.4098,136.493,10,-0.1459636,0.00517825,-0.02702469,-0.8266781,-2.421235,0.3205454,-0.0757947,0.0527303,-0.01945181,-0.03900084,0.03651975,-0.01905832,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:27.946,830,27.66667,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6784821,-0.2473907,0.7145691,-13.314,-24.0041,33.10669,133.7359,136.8191,10,-0.09376244,0.1148957,0.01263244,-0.8294446,-2.413687,0.317656,-0.081148,0.1124321,0.005312765,-0.06354964,0.03823177,-0.01056454,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:27.980,831,27.7,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6279449,-0.2668304,0.720993,-14.00272,-24.21072,32.77142,135.1025,138.1857,10,0.01917556,0.1011612,0.0301824,-0.8309166,-2.403564,0.3168363,0.06379997,0.2093273,0.04137046,-0.001070468,0.05068235,0.009992947,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:28.013,832,27.73334,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6432343,-0.288681,0.734436,-14.07159,-24.27959,32.90555,135.0423,138.1255,10,0.05104002,-0.02524837,0.03682779,-0.8301299,-2.399849,0.3137681,0.107358,0.06915348,0.05532985,0.01489062,0.0413262,0.01959131,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:28.047,833,27.76667,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6328735,-0.3046417,0.7317047,-14.10603,-24.31403,32.93906,135.2476,138.3308,10,-0.009775133,-0.02722337,0.05296734,-0.8283991,-2.40089,0.3091775,0.1020066,0.03194284,0.05303111,-0.001568769,0.004012814,0.02887042,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:28.080,834,27.8,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6196594,-0.3221741,0.7181396,-14.1749,-24.03853,32.53674,135.9384,139.0216,10,-0.04803517,-0.02324141,0.01491823,-0.8278461,-2.401615,0.306755,0.0348896,0.05633755,0.04385235,0.01594926,-0.01204392,0.02417001,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:28.112,835,27.83333,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.6052856,-0.3357849,0.7049103,-14.14047,-24.14185,32.43622,136.3591,139.4423,10,-0.05012815,-0.06059917,-0.00756178,-0.8280707,-2.400485,0.3059166,0.01573223,0.04775025,0.03114104,0.0241017,-0.02100669,0.0146698,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
2014-11-13 21:26:28.147,836,27.86667,40.10425,-88.22172,231,-1,-1,11.40416,165,1415935567,-0.5953827,-0.3347473,0.7000732,-14.38153,-23.90078,32.26862,136.6533,139.7365,10,-0.05870459,-0.0306663,0.01598056,-0.8275568,-2.402008,0.3078437,0.001893915,0.008301143,0.0129313,0.03701099,-0.0327805,0.0008908457,172.17.160.76,0.0.0.0,3,walking,0,2014-11-13 21:26:17.204,369,2014-11-13 21:26:27.168,0
