2014-11-13 13:57:08.399,34066,1135.533,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.007156372,-0.03599548,-1,18.31799,-23.61717,5.367737,212.8357,215.9181,25,-0.05650376,-0.0670355,-0.01606365,-0.2397755,-0.008810371,0.03531861,-0.001862795,0.001991517,-0.0008042548,0.001358473,0.0008416677,0.003854177,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.432,34067,1135.567,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.008544922,-0.03460693,-0.9965668,18.11126,-23.41045,5.30072,212.8517,215.934,25,-0.05650695,-0.0670275,-0.01500212,-0.2397794,-0.008790135,0.03533195,0.0002636803,-0.00118937,0.0002324766,0.001628165,-0.0006708823,-0.0006627174,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.466,34068,1135.6,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.009567261,-0.03529358,-1.000397,18.14571,-23.65163,5.200195,212.8781,215.9605,25,-0.05650296,-0.06597289,-0.01605806,-0.2397599,-0.008727729,0.0353294,0.001328326,-0.002252747,0.0002227131,0.001260625,-0.002412932,0.0008180215,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.499,34069,1135.633,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.009155273,-0.03544617,-0.9963379,18.11126,-23.755,4.764465,212.8965,215.9789,25,-0.05650216,-0.06491029,-0.01605247,-0.2397467,-0.008756499,0.0353812,0.001329855,-0.0001279663,0.0002338183,-6.867323e-05,-0.0009421018,0.003806662,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.533,34070,1135.667,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.008026123,-0.03704834,-0.99617,17.87008,-23.85838,4.395813,212.9106,215.993,25,-0.05757142,-0.06490177,-0.01498694,-0.2397458,-0.008703622,0.03540025,0.0002603366,-0.0001196888,0.001299245,0.001801086,0.0001450539,0.004065848,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.566,34071,1135.7,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.007385254,-0.03527832,-0.9977112,17.93898,-23.92728,4.529907,212.9169,215.9993,25,-0.05863588,-0.06703443,-0.01605567,-0.2397304,-0.008704204,0.03541226,0.0002604899,-0.0001257074,0.0002377959,0.000123198,-0.0004838088,0.00215807,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.599,34072,1135.733,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.007949829,-0.03495789,-0.9989777,18.04235,-24.23738,5.099731,212.928,216.0104,25,-0.05650216,-0.06491029,-0.01605247,-0.2397252,-0.008653015,0.03542525,-0.0008090073,-0.0001173139,0.00130322,0.0001025562,-0.001264293,0.0001438938,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.632,34073,1135.767,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.007995605,-0.03491211,-0.9983063,18.21462,-23.99619,5.401367,212.9432,216.0256,25,-0.05649896,-0.06491828,-0.01711401,-0.2397222,-0.00868052,0.03542271,0.0002631562,-0.0001344509,-0.0008239555,-0.0005260842,-0.001617783,-3.935994e-05,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.666,34074,1135.8,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.008102417,-0.03369141,-0.999527,18.0079,-23.65163,4.730957,212.9535,216.0359,25,-0.05543689,-0.06597342,-0.01606206,-0.2397294,-0.008675077,0.03541882,0.0002595133,-0.0001268878,0.000237445,0.0008112512,0.0007739662,0.003470346,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
2014-11-13 13:57:08.699,34075,1135.833,40.11398,-88.22453,225.3299,-1,-1,10,65,1415908599,-0.009567261,-0.03613281,-0.9973297,17.62889,-23.20372,4.42926,212.974,216.0563,25,-0.05756742,-0.06384715,-0.01604288,-0.2397406,-0.008691126,0.03542819,-0.0008063809,-0.0001322402,-0.0008198087,-0.000866439,-0.0007425476,-0.0006499979,172.17.160.76,10.175.81.193,5,stationary,2,2014-11-13 13:43:55.026,0,2014-11-13 12:39:32.926,0
