time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Activity,Activity Confidence,Activity Start,Steps,Last Step Date,State
2014-11-13 21:42:20.753,11627,387.5667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3398132,-0.9410248,-0.005966187,-19.12014,-29.87424,2.963898,90.3157,93.3989,10,-0.1428581,-0.08827633,-0.02009808,-2.950398,-1.533932,1.249552,-0.08035276,-0.0387055,-0.01250893,-0.02312019,-0.002969623,-0.004110008,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:20.787,11628,387.6,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3290863,-0.9458466,-0.007156372,-19.08569,-29.63309,2.729462,89.61784,92.70103,10,-0.1321255,-0.04800668,-0.03372547,-2.956505,-1.528838,1.247947,-0.06965181,-0.004741433,-0.01660854,-0.0228225,0.007310478,0.007342141,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:20.820,11629,387.6334,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3356781,-0.9393768,0.0001220703,-18.94786,-29.70199,2.461578,88.62696,91.71015,10,-0.133194,-0.04267716,-0.03157044,-2.959439,-1.526063,1.24749,-0.06535209,0.01007558,-0.02397385,-0.0134711,0.003869585,0.008958161,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:20.853,11630,387.6667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3388977,-0.93396,-0.004577637,-18.9134,-29.18526,2.495087,88.20113,91.28432,10,-0.1341562,-0.03229029,-0.0633566,-2.963473,-1.522242,1.245871,-0.05155065,0.01005191,-0.01974232,-0.02200402,0.007260047,0.016959,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:20.886,11631,387.7,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3393707,-0.8900604,-0.005371094,-18.7411,-29.3575,3.064362,88.49755,91.58074,10,-0.1457886,-0.01335735,-0.08975039,-2.966782,-1.518759,1.245692,-0.08442673,0.03306767,-0.06938212,-0.01906785,0.01733479,0.01076959,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:20.920,11632,387.7334,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3178864,-0.796051,-0.03749084,-18.84448,-29.46085,3.09787,88.6705,91.75369,10,-0.1871893,0.02454955,-0.1382239,-2.974295,-1.510139,1.245874,-0.09709583,0.06258387,-0.101012,-0.0184036,0.08358566,0.008335188,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:20.953,11633,387.7667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2618408,-0.7014313,-0.05105591,-18.43098,-30.08092,3.164856,89.11183,92.19502,10,-0.2306119,0.1367038,-0.2043441,-2.988329,-1.493726,1.250121,-0.162871,0.1448523,-0.1863126,0.01396361,0.1902337,-0.02222431,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:20.987,11634,387.8,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2726288,-0.7748108,-0.0295105,-18.18976,-29.97757,2.193726,91.13312,94.21631,10,-0.1318675,0.3207639,-0.02541561,-3.007962,-1.464635,1.255972,-0.09478879,0.3474551,-0.0867829,0.04643159,0.2389825,-0.01049323,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.019,11635,387.8333,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2817078,-0.9461365,0.003158569,-17.87965,-29.73643,2.026276,91.80046,94.88365,10,-0.08430609,0.3356084,0.1146001,-3.011691,-1.453463,1.255784,-0.03762511,0.3942125,0.05867226,0.03506946,0.1759817,0.006759431,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.053,11636,387.8667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2480774,-0.8935699,-0.05870056,-17.9141,-29.42641,1.523956,89.91758,93.00077,10,-0.1410447,0.224447,0.1651783,-3.010586,-1.439301,1.249002,-0.02744198,0.3432338,0.2037886,0.03183074,0.002533113,0.04462687,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.087,11637,387.9,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2275085,-0.8012543,-0.08067322,-18.05193,-29.35751,1.45697,89.98967,93.07286,10,-0.2134348,-0.05682653,0.05994296,-3.017548,-1.426126,1.24551,-0.1679537,0.1288012,0.08111016,0.06816413,0.05398935,-0.0126281,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.120,11638,387.9333,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2970428,-0.9443359,-0.03961182,-18.25869,-29.49531,1.523956,90.71391,93.7971,10,-0.03085885,-0.2093175,0.2813675,-3.030873,-1.413753,1.240868,-0.03943511,-0.08938457,0.1824436,0.08279086,0.1260886,-0.02660123,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.153,11639,387.9667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3723755,-1.118607,-0.007232666,-18.81003,-29.21971,1.858826,91.71362,94.79681,10,-0.05317587,-0.2690997,0.2429229,-3.024644,-1.424054,1.233579,0.03583293,-0.1788573,0.2995121,0.01137378,-0.03660681,0.0206217,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.187,11640,388,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.4066162,-1.255234,-0.01911926,-19.60258,-28.35851,2.294159,91.67027,94.75346,10,-0.07446598,-0.2531979,0.2367175,-3.019889,-1.434654,1.225868,0.006149737,-0.2080044,0.2368422,-0.03737475,-0.177507,0.03865914,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.220,11641,388.0334,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.3983765,-1.265854,-0.06593323,-19.91269,-28.11737,2.394592,91.14274,94.22593,10,-0.1263627,-0.2604103,0.1222338,-3.017916,-1.444245,1.216493,-0.04276028,-0.1891411,0.1989113,-0.06117166,-0.329293,0.01404878,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.253,11642,388.0667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.4302673,-1.231506,-0.112915,-19.74039,-27.87623,2.42807,91.17667,94.25986,10,-0.08939433,-0.3133348,-0.1308161,-3.022106,-1.446673,1.213955,-0.05495903,-0.2289467,-0.008241692,-0.05540979,-0.3275825,-0.03373349,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.287,11643,388.1,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.4616394,-1.127975,-0.08731079,-19.84377,-28.25516,2.059753,89.42336,92.50655,10,-0.00471273,-0.3070811,-0.2828922,-3.025042,-1.454079,1.219198,0.03947487,-0.2635485,-0.2231969,-0.1015633,-0.2622568,-0.07044383,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.320,11644,388.1334,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.4516144,-0.9732666,-0.08615112,-19.63702,-28.59965,2.327667,90.73557,93.81876,10,-0.01077116,-0.2067859,-0.3693828,-3.023285,-1.460469,1.224997,0.0675318,-0.2079877,-0.3217273,-0.1247517,-0.1871705,-0.04999124,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.353,11645,388.1667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.4171906,-0.8833008,-0.07458496,-19.67147,-29.11637,2.361145,90.59298,93.67617,10,-0.0905054,0.09504876,-0.3653719,-3.02466,-1.461515,1.23996,-0.006716861,0.0710978,-0.3751767,-0.128718,-0.0274956,-0.05072335,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.387,11646,388.2,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.32724,-0.8466034,-0.03715515,-19.18906,-29.52975,2.829956,93.89964,96.98283,10,-0.1215467,0.3711088,-0.2534078,-3.033841,-1.446164,1.246474,-0.04301629,0.3129027,-0.2973261,-0.1009954,0.06456598,-0.03497135,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.420,11647,388.2334,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2704926,-0.8608704,-0.02598572,-18.94785,-29.21971,2.394592,93.04365,96.12684,10,-0.1122253,0.3781747,-0.1610565,-3.045244,-1.418204,1.253754,-0.05597046,0.4751272,-0.2030043,0.000700712,0.1039551,0.01891443,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.453,11648,388.2667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2529297,-0.8818665,-0.0319519,-18.56882,-29.18526,1.691376,91.22237,94.30556,10,-0.1072849,0.2002942,-0.07709318,-3.052101,-1.398493,1.258219,-0.04028751,0.3896554,-0.1228405,0.04247614,0.08531787,0.02702779,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.487,11649,388.3,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2558441,-0.9026794,-0.03596497,-18.15531,-29.39196,1.222565,90.1263,93.2095,10,-0.09795879,0.01359118,-0.035652,-3.055869,-1.386785,1.261214,-0.03640274,0.1893958,-0.04748735,0.04774743,0.06699337,0.02148925,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.520,11650,388.3333,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2714691,-0.9273987,-0.03939819,-17.98302,-29.5642,0.9212036,89.56932,92.65251,10,-0.09482052,-0.02777997,-0.02632828,-3.058295,-1.382257,1.261737,-0.03122849,0.07161192,-0.02583589,0.04392055,0.05633401,0.01899804,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
2014-11-13 21:42:21.553,11651,388.3667,40.10425,-88.22172,231,-1,-1,10,165,1415935777,-0.2842407,-0.9274292,-0.05879211,-17.9141,-29.90868,0.9881592,90.72708,93.81027,10,-0.04479943,-0.08401901,-0.01301247,-3.057586,-1.383397,1.263308,0.01339103,-0.0270265,0.001070476,0.01616232,0.02124256,0.00693436,172.17.160.76,0.0.0.0,1,unknown,2,2014-11-13 21:42:17.694,663,2014-11-13 21:42:20.236,0
